Displacement,Force
0.0,0.0
0.001,124.66316917288734
0.002,247.85720305993698
0.003,369.0056344486729
0.004,486.6815411613295
0.005,599.1628017669581
0.005124999999999999,571.5924353418945
0.0051624999999999996,574.15457161912
0.0051849999999999995,576.5063131301977
0.005198499999999999,577.8138589611593
0.005206599999999999,578.460138551596
0.0052078149999999985,578.1600238965193
0.005208179499999998,578.0023633369386
0.005208616899999998,578.0319893007223
0.005209141779999998,578.0559983919563
0.0052097716359999985,578.0814569999887
0.005210527463199999,578.1283591453961
0.005210980959519999,578.0565965750933
0.005211525155103999,578.1016035256413
0.005211851672454399,578.0529573605723
0.0052122434932748785,578.0595109134545
0.005212713678259455,578.1085026939343
0.005212995789250201,578.0590792520711
0.005213334322439095,578.0683833134242
0.005213740562265769,578.0875263493089
0.005214228050057778,578.1030372657605
0.005214813035408188,578.1444946882357
0.00521551501782868,578.2036203482412
0.005216357396733271,578.238015876171
0.005216862824076025,578.1609978130447
0.00521746933688733,578.2022092769611
0.0052181971522608965,578.2594778117364
0.005219070530709176,578.3251252986947
0.005219594557778144,578.2615212242887
0.005220223390260906,578.2694685059705
0.005220412040005734,578.095860460891
0.005220638419699527,578.0940616846163
0.0052209100753320805,578.0992204713306
0.0052210730687116125,578.0336191285288
